280,1.2899
281,1.1266
282,0.79798
283,1
284,0.89899
285,0.81651
286,0.59596
287,1
288,0.72477
289,0.90826
290,0.79866
291,0.699
292,0.71559
293,0.70108
294,0.67799
295,0.73539
296,0.7245
297,0.71355
298,0.71981
299,0.76876
300,0.74247
301,0.74762
302,0.76902
303,0.75816
304,0.76396
305,0.7718
306,0.77634
307,0.757
308,0.76101
309,0.7623
310,0.76171
311,0.75926
312,0.73363
313,0.76106
314,0.75574
315,0.75464
316,0.75456
317,0.75419
318,0.7579
319,0.75714
320,0.758
321,0.75829
322,0.7555
323,0.75246
324,0.75411
325,0.75629
326,0.75714
327,0.75549
328,0.75603
329,0.75765
330,0.7571
331,0.75656
332,0.76199
333,0.75914
334,0.76285
335,0.76099
336,0.76256
337,0.76413
338,0.76385
339,0.76626
340,0.76576
341,0.76598
342,0.7657
343,0.76942
344,0.76864
345,0.76789
346,0.76901
347,0.76983
348,0.77294
349,0.77303
350,0.77397
351,0.77358
352,0.77027
353,0.76398
354,0.76018
355,0.76424
356,0.77231
357,0.77601
358,0.77554
359,0.77409
360,0.77507
361,0.77448
362,0.77807
363,0.77874
364,0.77889
365,0.78263
366,0.78202
367,0.78082
368,0.78028
369,0.78109
370,0.7833
371,0.78517
372,0.78854
373,0.78953
374,0.79367
375,0.79331
376,0.79399
377,0.79548
378,0.80162
379,0.81561
380,0.82368
381,0.82952
382,0.83225
383,0.82918
384,0.82688
385,0.81917
386,0.81673
387,0.81813
388,0.81974
389,0.81489
390,0.81268
391,0.81497
392,0.81928
393,0.81237
394,0.81446
395,0.81007
396,0.81353
397,0.81011
398,0.81069
399,0.81182
400,0.81671
405,0.84465
410,0.81862
415,0.81952
420,0.82455
425,0.82541
430,0.8218
435,0.82692
440,0.82056
445,0.81853
450,0.82058
455,0.81803
460,0.81995
465,0.81958
470,0.82342
475,0.82186
480,0.82364
485,0.82351
490,0.82347
495,0.8254
500,0.82691
505,0.82748
510,0.82997
515,0.83486
520,0.83199
525,0.83062
530,0.83246
535,0.83049
540,0.83285
545,0.83618
550,0.83659
555,0.83379
560,0.83337
565,0.8354
570,0.83593
575,0.83776
580,0.84134
585,0.83688
590,0.8324
595,0.83818
600,0.84042
605,0.83607
610,0.83623
615,0.83813
620,0.83782
625,0.83574
630,0.8369
635,0.83478
640,0.8376
645,0.83422
650,0.83493
655,0.83129
660,0.83668
665,0.83493
670,0.83129
675,0.83622
680,0.83902
685,0.83694
690,0.83675
695,0.83023
700,0.8353
705,0.8383
710,0.84129
715,0.8338
720,0.83378
725,0.84018
730,0.84435
735,0.84149
740,0.82498
745,0.89228
750,0.83602
755,0.84199
760,0.83591
765,0.83734
770,0.84619
775,0.84387
780,0.84009
785,0.86667
790,0.83302
795,0.83808
800,0.84156
